State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,BuildingAge(Years),HoursPowerDaily,SolarCapacity(kW),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory,MonthlyIncome_log,MonthlyBill_log,GeneratorFuelCost_log,MonthlyConsumption_log,consumption_rate,House_comfort,usage_rate,appliance_consumption,Hourly_rate
Kwara,Residential,Bungalow,Both,B and C,Yes,No,Generator,2,6,12,25,10.2,0.0,4.2,1,2,Moderate,9.699,9.699,7.282073658093465,5.560296941647445,2.78,0.539,0.571,0.567,0.545
Plateau,Residential,Flat,NEPA/PHCN,B and D,Yes,No,UPS,2,9,13,0,1.6,0.0,5.6,2,2,Very high,8.9567,8.9567,9.379154445411636,5.762680115903686,2.88,0.407,0.488,0.073,3.602
Plateau,Commercial,Office,NEPA/PHCN,B and B,Yes,Yes,Solar,5,4,11,10,11.8,1.2,5.5,0,0,Very high,9.2778,9.2778,8.080856419640986,6.497378126512952,1.3,0.619,0.534,0.787,0.551
Anambra,Residential,Flat,NEPA/PHCN,B and B,Yes,No,Generator,3,8,7,22,8.2,0.0,5.3,1,1,High,10.7163,10.7163,7.206377291472252,6.08541015995051,2.03,0.714,0.598,0.547,0.742
Anambra,Residential,Duplex,NEPA/PHCN,B and C,Yes,No,Generator,3,5,12,22,4.8,0.0,5.5,0,0,Moderate,6.9088,6.9088,8.27410200229233,5.4785534168509695,1.83,0.406,0.455,0.282,1.141
Oyo,Residential,Office,Generator,B and A,Yes,No,UPS,7,2,8,23,14.6,0.0,6.4,2,1,Very high,9.7512,9.7512,8.17188200612782,6.398594934535208,0.91,0.975,0.544,1.46,0.438
Kwara,Residential,Duplex,Solar,B and C,Yes,No,UPS,3,3,11,13,6.6,0.0,4.2,0,1,Moderate,7.7993,7.7993,9.122819774446688,6.2357823336535985,2.08,0.557,0.461,0.471,0.945
Lagos,Residential,Office,Solar,B and E,Yes,Yes,Generator,3,6,11,13,8.6,0.5,4.9,1,2,High,6.9088,6.9088,9.77945377161268,5.531411248715415,1.84,0.406,0.414,0.506,0.643
Lagos,Commercial,Bungalow,NEPA/PHCN,B and D,Yes,No,Generator,3,6,8,20,0.0,0.0,6.9,2,0,Moderate,9.9464,9.9464,9.883947890661512,4.863680881139593,1.62,0.71,0.502,0.0,inf
Kaduna,Agricultural,Office,Both,B and A,Yes,Yes,Generator,5,8,1,12,8.3,0.5,4.1,0,0,Low,9.5915,9.5915,8.374015421739909,6.218998446723485,1.24,1.066,0.534,0.922,0.749
Abuja,Government,Office,Solar,B and D,Prepaid,Yes,Generator,2,4,6,10,5.7,1.4,3.8,2,1,Low,10.6404,10.6404,8.615226931687603,5.0912931971137105,2.55,1.064,0.553,0.57,0.893
Enugu,Government,Flat,Generator,B and C,No,No,Generator,7,2,6,12,7.1,0.0,1.9,1,1,Low,9.071,9.071,7.997326822998097,3.5085558999826545,0.5,1.134,0.531,0.888,0.494
Niger,Residential,Flat,NEPA/PHCN,B and D,Yes,No,Solar,2,6,8,6,15.6,0.0,4.0,0,1,Moderate,9.1681,9.1681,5.973809611869261,6.100318952020064,3.05,0.655,0.605,1.114,0.391
Anambra,Residential,Duplex,NEPA/PHCN,B and A,Yes,No,Generator,2,5,13,6,13.4,0.0,3.5,2,1,Very high,9.3346,9.3346,10.281238822076777,4.897093252697127,2.45,0.519,0.476,0.744,0.365
Niger,Residential,Duplex,NEPA/PHCN,B and B,No,Yes,Generator,4,2,12,20,9.9,0.9,5.1,1,2,High,8.5862,8.5862,10.44659641922227,4.087655574071304,1.02,0.613,0.451,0.707,0.413
Rivers,Industrial,Flat,Both,B and D,Yes,No,Generator,2,3,9,14,10.8,0.0,5.4,1,1,High,9.6588,9.6588,8.00836557031292,5.492238059185343,2.75,0.805,0.547,0.9,0.509
Oyo,Residential,Duplex,NEPA/PHCN,B and E,Yes,No,Solar,2,3,4,8,10.0,0.0,7.9,0,4,Low,9.6114,9.6114,9.406893511016861,5.6842598081673374,2.84,1.373,0.505,1.429,0.568
Plateau,Commercial,Shop,NEPA/PHCN,B and C,No,No,Generator,4,3,7,10,4.1,0.0,4.3,2,0,Moderate,8.9587,8.9587,8.56388591940822,4.59511985013459,1.15,0.896,0.511,0.41,1.121
Enugu,Residential,Factory,Both,B and A,Yes,No,No Backup,1,6,10,11,3.3,0.0,7.6,2,1,Moderate,8.2338,8.2338,7.2399325913204695,4.607168188650764,4.61,0.515,0.532,0.206,1.396
Kano,Residential,Duplex,Generator,B and A,No,No,UPS,3,3,9,8,6.1,0.0,7.7,0,2,Moderate,6.9546,6.9546,9.154140322287983,3.044522437723423,1.01,0.58,0.432,0.508,0.499
Oyo,Agricultural,Bungalow,Both,B and C,Prepaid,Yes,Solar,3,1,9,7,9.1,7.0,8.2,1,2,Very high,7.8702,7.8702,8.32457884513685,7.189469579654126,2.4,0.787,0.486,0.91,0.79
Kano,Industrial,Bungalow,NEPA/PHCN,B and A,Yes,Yes,Generator,2,2,4,10,8.0,1.9,6.6,3,1,Very high,10.46,10.46,8.814181823188319,6.85835492868701,3.43,1.743,0.543,1.333,0.857
Benue,Industrial,Office,NEPA/PHCN,B and D,No,No,Generator,2,2,6,14,9.3,0.0,1.3,0,0,Very high,9.197,9.197,9.488729397516371,7.072167415232524,3.54,1.15,0.492,1.162,0.76
Kwara,Commercial,Duplex,NEPA/PHCN,B and C,Postpaid,No,Generator,5,4,8,0,10.1,0.0,5.1,2,1,High,7.5251,7.5251,6.251903883165888,3.8199077165203406,0.76,0.627,0.546,0.842,0.378
Kano,Government,Bungalow,Generator,B and B,No,Yes,Generator,3,4,6,2,12.9,1.1,9.8,2,1,Moderate,8.0453,8.0453,7.255591274253665,5.326418796658912,1.78,0.805,0.526,1.29,0.413
Kano,Commercial,Flat,Both,B and D,No,No,Generator,2,4,9,9,0.0,0.0,11.5,1,1,Moderate,10.2541,10.2541,9.88016774721451,3.3250360206965914,1.66,0.789,0.509,0.0,inf
Niger,Government,Office,Both,B and C,Yes,No,UPS,8,3,7,0,10.5,0.0,5.8,0,1,Low,9.0375,9.0375,9.677652883410428,4.197201947661808,0.52,0.904,0.483,1.05,0.4
Benue,Residential,Office,NEPA/PHCN,B and D,Prepaid,No,Solar,5,8,14,9,15.2,0.0,4.2,1,2,Very high,9.5227,9.5227,10.43323306115463,3.8732821771117156,0.77,0.433,0.477,0.691,0.255
Delta,Commercial,Shop,Both,B and D,Yes,No,Generator,2,5,6,0,13.5,0.0,4.8,2,3,High,9.6662,9.6662,9.583764265872883,4.689511334421843,2.34,0.879,0.502,1.227,0.347
Sokoto,Commercial,Bungalow,Generator,B and C,Yes,No,Generator,1,7,8,5,10.4,0.0,1.0,1,0,High,9.4217,9.4217,6.0014148779611505,6.105016421792097,6.11,0.628,0.611,0.693,0.587
Delta,Residential,Bungalow,NEPA/PHCN,B and A,No,Yes,Generator,8,7,9,13,14.1,9.0,6.1,0,1,Moderate,8.3089,8.3089,9.398892478520773,4.478472532942134,0.56,0.519,0.469,0.881,0.318
Delta,Government,Bungalow,NEPA/PHCN,B and A,Yes,No,Solar,9,4,6,0,14.2,0.0,6.9,1,0,Moderate,9.8391,9.8391,7.462789157412448,3.770459441106359,0.42,0.984,0.569,1.42,0.266
Kwara,Agricultural,Office,NEPA/PHCN,B and B,No,No,Generator,4,3,9,7,15.2,0.0,4.3,2,0,Low,8.2848,8.2848,7.6511201757027,3.6082115510464816,0.9,0.69,0.52,1.267,0.237
Enugu,Commercial,Duplex,Generator,B and E,No,No,UPS,7,5,3,12,7.1,0.0,6.0,2,1,High,9.5575,9.5575,9.955225747940542,5.441118165179708,0.78,1.195,0.49,0.888,0.766
Oyo,Residential,Flat,NEPA/PHCN,B and A,Yes,No,Generator,5,4,6,0,0.0,0.0,5.8,0,1,Low,9.742,9.742,7.520776415062797,4.93662988078576,0.99,0.974,0.564,0.0,inf
Oyo,Commercial,Flat,NEPA/PHCN,B and C,Yes,Yes,Generator,1,5,11,0,9.9,15.6,3.7,2,0,Very high,8.3402,8.3402,9.021477467138807,6.4355091371836215,6.44,0.521,0.48,0.619,0.65
Bauchi,Government,Factory,Both,B and D,Yes,Yes,Solar,2,7,8,0,8.8,4.8,1.6,2,0,Moderate,9.6113,9.6113,6.679599185844383,5.8562173976999565,2.93,0.641,0.59,0.587,0.665
Rivers,Commercial,Duplex,Both,B and B,Yes,No,Generator,4,2,14,13,7.2,0.0,5.5,0,0,Moderate,9.7171,9.7171,7.889084407035514,5.009968405108552,1.25,0.607,0.552,0.45,0.696
Delta,Residential,Flat,NEPA/PHCN,B and D,No,No,Solar,5,6,9,0,5.2,0.0,3.8,1,2,Very high,10.4929,10.4929,8.096208271650037,6.491178666119254,1.3,0.7,0.564,0.347,1.248
Kwara,Commercial,Mansion,NEPA/PHCN,B and B,Yes,Yes,Solar,2,5,12,11,0.5,2.5,5.6,3,0,Very high,10.5626,10.5626,10.05298456368204,6.2172047242694575,3.11,0.621,0.512,0.029,12.434
Rivers,Residential,Flat,Generator,B and B,Yes,No,Generator,5,3,8,21,6.0,0.0,7.9,0,1,Low,9.4197,9.4197,8.954931860074698,4.701389043728634,0.94,0.856,0.513,0.545,0.784
Sokoto,Industrial,Office,NEPA/PHCN,B and C,No,Yes,UPS,9,3,12,25,12.7,1.9,6.4,2,0,Very high,9.7224,9.7224,10.045594569160958,4.952299717083292,0.55,0.648,0.492,0.847,0.39
Abuja,Residential,Flat,NEPA/PHCN,B and A,Yes,No,Generator,3,1,7,29,7.2,0.0,6.9,1,0,Moderate,10.3739,10.3739,8.219056661060598,5.96126303837486,1.99,1.297,0.558,0.9,0.828
Rivers,Commercial,Shop,NEPA/PHCN,B and D,Yes,Yes,Generator,7,5,14,0,9.6,0.5,7.1,0,1,Moderate,7.4271,7.4271,5.135798437050262,4.009149716158869,0.57,0.391,0.591,0.505,0.418
Niger,Industrial,Duplex,NEPA/PHCN,B and D,Yes,No,Generator,4,8,10,6,7.2,0.0,6.9,4,0,Very high,10.8039,10.8039,8.652248422409102,5.903998521326706,1.48,0.6,0.555,0.4,0.82
Niger,Residential,Bungalow,Both,B and D,No,Yes,Solar,5,3,6,0,7.2,0.5,4.4,0,2,Low,9.3704,9.3704,9.198470199405696,5.851340039013816,1.17,1.041,0.505,0.8,0.813
Enugu,Residential,Factory,NEPA/PHCN,B and C,No,No,Solar,4,3,5,17,15.1,0.0,7.3,2,1,Moderate,10.3817,10.3817,8.087640287778983,5.798183150077685,1.45,1.298,0.562,1.888,0.384
Anambra,Residential,Flat,Generator,B and C,Yes,No,Generator,7,4,7,1,8.0,0.0,6.6,2,0,High,8.5526,8.5526,8.525161361065415,6.221385082701215,0.89,0.778,0.501,0.727,0.778
Kano,Residential,Duplex,Generator,B and D,Yes,Yes,Generator,6,5,7,20,9.7,1.6,2.9,2,0,Low,7.8288,7.8288,8.852378886511985,3.044522437723423,0.51,0.652,0.469,0.808,0.314
Delta,Residential,Office,Generator,B and D,Yes,Yes,No Backup,6,3,5,21,3.5,5.2,6.1,1,2,Low,8.6125,8.6125,9.498297406622395,5.945420608606575,0.99,1.077,0.476,0.438,1.699
Bauchi,Agricultural,Office,NEPA/PHCN,B and D,No,No,Solar,4,6,6,7,18.5,0.0,2.1,0,0,High,9.5149,9.5149,9.448805939388178,6.715383386334681,1.68,0.793,0.502,1.542,0.363
Benue,Industrial,Bungalow,Both,B and D,Yes,No,No Backup,5,6,2,13,11.3,0.0,5.1,3,1,High,7.6143,7.6143,9.010302809376448,5.21112415484566,1.04,0.952,0.458,1.412,0.461
Bauchi,Government,Factory,Both,B and D,Yes,No,UPS,3,3,6,24,8.6,0.0,9.3,3,1,Very high,10.4574,10.4574,9.38353709043758,6.688977185177567,2.23,1.162,0.527,0.956,0.778
Anambra,Government,Office,Generator,B and D,Yes,No,Generator,1,4,8,10,7.5,0.0,8.2,0,0,Moderate,10.3295,10.3295,10.24845928021533,5.959199586520707,5.96,0.861,0.502,0.625,0.795
Plateau,Residential,Office,NEPA/PHCN,B and A,Yes,Yes,Generator,7,5,9,14,8.8,10.1,4.4,2,2,High,8.3165,8.3165,9.356430077848078,4.417635062141249,0.63,0.594,0.471,0.629,0.502
Rivers,Residential,Duplex,NEPA/PHCN,B and D,Yes,Yes,Generator,2,3,11,13,7.5,1.2,8.5,1,1,Low,7.8939,7.8939,7.96693349840484,3.044522437723423,1.52,0.564,0.498,0.536,0.406
Kwara,Residential,Flat,Both,B and A,Yes,No,No Backup,3,1,6,22,14.3,0.0,4.2,0,1,Low,9.0646,9.0646,10.042031361984186,4.395682961121367,1.47,1.295,0.474,2.043,0.307
Sokoto,Industrial,Duplex,NEPA/PHCN,B and D,No,Yes,Generator,1,4,8,17,11.8,1.1,6.0,1,2,High,8.2498,8.2498,6.8658910748834385,5.469746482175568,5.47,0.687,0.546,0.983,0.464
Kano,Commercial,Bungalow,NEPA/PHCN,B and C,No,Yes,Generator,5,2,11,9,9.3,4.6,1.3,0,0,Low,9.166,9.166,10.281958234245314,3.044522437723423,0.61,0.705,0.471,0.715,0.327
Oyo,Residential,Warehouse,Both,B and D,No,No,Generator,4,2,11,21,11.4,0.0,6.8,1,2,High,9.6114,9.6114,9.106977858981029,5.513025439041145,1.38,0.739,0.513,0.877,0.484
Lagos,Residential,Factory,NEPA/PHCN,B and D,No,No,Generator,5,5,7,12,5.7,0.0,5.4,1,0,Moderate,8.8723,8.8723,9.436120444611522,6.096950054953959,1.22,0.739,0.485,0.475,1.07
Kano,Commercial,Flat,NEPA/PHCN,B and D,No,No,Solar,1,7,13,18,2.4,0.0,8.1,3,2,Very high,7.0884,7.0884,9.447307929883463,6.070044647230839,6.07,0.354,0.429,0.12,2.529
Sokoto,Commercial,Flat,Solar,B and E,Yes,No,Generator,4,2,8,15,18.3,0.0,7.9,0,2,Moderate,8.9948,8.9948,10.13332862529806,3.8753590210565547,0.97,0.899,0.47,1.83,0.212
Enugu,Government,Bungalow,Solar,B and B,Yes,Yes,Generator,3,3,3,15,4.2,12.1,8.4,0,2,Low,9.3945,9.3945,8.773539383558166,3.044522437723423,1.01,1.566,0.517,0.7,0.725
Plateau,Residential,Bungalow,Both,B and D,Yes,No,Solar,6,4,14,26,14.6,0.0,8.1,2,0,Very high,10.6289,10.6289,8.57772369115627,5.590613776550563,0.93,0.59,0.553,0.811,0.383
Enugu,Government,Office,NEPA/PHCN,B and A,Yes,Yes,Solar,5,4,6,7,0.0,1.7,4.3,2,3,High,9.9978,9.9978,8.943636705909594,5.544786743165743,1.11,1.0,0.528,0.0,inf
Sokoto,Residential,Bungalow,NEPA/PHCN,B and D,No,Yes,Solar,5,1,2,10,5.6,0.5,5.4,0,3,Low,8.7443,8.7443,8.587092318795905,5.414766179191283,1.08,2.915,0.505,1.867,0.967
Niger,Industrial,Duplex,Both,B and B,No,No,Generator,3,2,7,18,8.0,0.0,8.0,0,0,High,8.0605,8.0605,9.955937677537047,5.998936561946683,2.0,0.896,0.447,0.889,0.75
Rivers,Government,Shop,Generator,B and A,Yes,Yes,Generator,5,3,10,2,6.3,1.0,6.3,0,0,Low,10.2095,10.2095,6.675823221634848,4.597138014290827,0.92,0.785,0.605,0.485,0.73
Abuja,Government,Duplex,Generator,B and A,No,No,Generator,6,7,6,10,3.5,0.0,7.4,1,0,Very high,6.9088,6.9088,9.463430999658344,7.417520340550807,1.24,0.531,0.422,0.269,2.119
Niger,Residential,Bungalow,NEPA/PHCN,B and C,No,No,Generator,4,3,9,22,9.3,0.0,7.5,0,1,Low,9.4108,9.4108,8.603554357064281,3.9357395320454622,0.98,0.784,0.522,0.775,0.423
Enugu,Residential,Bungalow,Both,B and C,Yes,Yes,Solar,4,6,5,4,6.8,0.5,2.7,2,2,Very high,9.6385,9.6385,8.129174996911793,6.988782117624511,1.75,0.876,0.542,0.618,1.028
Enugu,Commercial,Flat,NEPA/PHCN,B and D,Yes,No,Generator,1,4,7,10,3.3,0.0,3.9,0,2,Low,9.3245,9.3245,9.555913922843741,5.134032172240181,5.13,0.848,0.494,0.3,1.556
Kwara,Residential,Flat,Solar,B and E,Yes,No,Solar,7,4,16,14,16.6,0.0,6.4,0,0,High,10.5573,10.5573,9.685269351744411,4.750135956238277,0.68,0.528,0.522,0.83,0.286
Rivers,Commercial,Shop,Both,B and B,Yes,Yes,Solar,1,5,11,8,9.0,0.6,5.7,2,0,Very high,10.3514,10.3514,8.084254106307318,6.216206819785889,6.22,0.647,0.561,0.562,0.691
Kano,Government,Flat,Both,B and E,Yes,Yes,Generator,6,6,9,20,11.0,3.6,6.3,1,3,High,7.6197,7.6197,9.733055040134587,5.764877574016012,0.96,0.508,0.439,0.733,0.524
Abuja,Residential,Bungalow,NEPA/PHCN,B and A,Yes,No,Generator,5,2,5,14,7.1,0.0,8.0,1,0,Low,9.6407,9.6407,8.434246270595311,4.141546163706395,0.83,1.377,0.533,1.014,0.583
Anambra,Commercial,Duplex,Both,B and A,No,No,Generator,1,6,7,10,11.4,0.0,8.0,1,0,High,8.1032,8.1032,8.262816937670928,6.226734278220032,6.23,0.623,0.495,0.877,0.546
Lagos,Residential,Flat,Solar,B and E,No,No,Generator,1,6,8,18,0.0,0.0,5.8,2,0,Moderate,10.0306,10.0306,9.338733586744581,6.025382765311443,6.03,0.716,0.518,0.0,inf
Delta,Government,Office,NEPA/PHCN,B and D,No,No,UPS,3,2,10,13,7.7,0.0,8.2,2,2,Very high,8.2491,8.2491,9.140872387640995,5.830708768228588,1.94,0.687,0.474,0.642,0.757
Oyo,Agricultural,Bungalow,NEPA/PHCN,B and B,Yes,Yes,Generator,7,4,9,10,9.9,2.1,6.2,0,1,High,10.6857,10.6857,7.616775808698373,6.604079316776007,0.94,0.822,0.584,0.762,0.667
Enugu,Commercial,Flat,Both,B and A,No,Yes,Generator,5,2,11,14,0.1,6.3,6.8,1,2,High,8.0362,8.0362,7.506042178518122,5.718671087149952,1.14,0.618,0.517,0.008,57.187
Rivers,Residential,Shop,Generator,B and D,No,No,Generator,3,5,11,3,18.7,0.0,9.1,0,1,Moderate,9.5609,9.5609,8.621373010325902,5.8027224225111045,1.93,0.598,0.526,1.169,0.31
Delta,Industrial,Flat,NEPA/PHCN,B and B,No,Yes,Solar,5,7,6,9,9.7,3.0,6.4,2,1,Moderate,9.5709,9.5709,7.907283609426348,3.044522437723423,0.61,0.736,0.548,0.746,0.314
Niger,Commercial,Bungalow,Both,B and C,Yes,Yes,Generator,8,1,9,8,4.1,0.5,7.4,0,2,Moderate,9.6219,9.6219,8.31090675716845,5.354224998486333,0.67,0.962,0.537,0.41,1.306
Oyo,Residential,Office,NEPA/PHCN,B and C,Yes,No,Generator,1,3,9,28,10.7,0.0,5.6,1,0,Low,8.1131,8.1131,8.889446165318288,6.026590349083357,6.03,0.676,0.477,0.892,0.563
Sokoto,Government,Duplex,Solar,B and D,Yes,Yes,Solar,3,4,6,5,14.8,2.1,5.7,0,3,Moderate,8.2918,8.2918,9.101417964751995,5.7736194342449805,1.92,0.829,0.477,1.48,0.39
Bauchi,Agricultural,Shop,NEPA/PHCN,B and C,No,No,Generator,4,1,13,11,7.1,0.0,8.1,0,2,Moderate,10.3672,10.3672,7.930206206684683,4.852030263919617,1.21,0.741,0.567,0.507,0.683
Oyo,Commercial,Bungalow,NEPA/PHCN,B and D,Yes,No,Generator,4,7,9,15,8.5,0.0,4.1,1,0,Very high,7.9445,7.9445,8.33758794211651,6.599189995613932,1.65,0.497,0.488,0.531,0.776
Bauchi,Commercial,Flat,NEPA/PHCN,B and D,Yes,No,Solar,8,8,10,12,14.9,0.0,7.0,1,3,Very high,10.8083,10.8083,10.114032068273822,5.853638230200579,0.73,0.6,0.517,0.828,0.393
Anambra,Residential,Flat,Solar,B and D,Yes,No,Generator,3,4,5,10,3.7,0.0,3.8,0,2,Low,8.705,8.705,8.150467911624004,3.3568971227655755,1.12,0.967,0.516,0.411,0.907
Anambra,Commercial,Flat,Solar,B and B,Yes,No,Generator,2,3,8,9,17.1,0.0,5.8,2,0,Very high,10.2385,10.2385,9.356715183663143,6.0607573736039315,3.03,0.931,0.523,1.555,0.354
Niger,Residential,Flat,NEPA/PHCN,B and A,Yes,No,UPS,2,5,8,7,6.3,0.0,5.8,1,3,Moderate,10.2473,10.2473,8.372860820526318,5.279644101282416,2.64,0.788,0.55,0.485,0.838
Anambra,Residential,Duplex,NEPA/PHCN,B and C,Yes,Yes,Generator,2,1,3,3,20.4,0.5,3.1,2,0,Low,9.6143,9.6143,8.921591063563978,5.372496764722288,2.69,2.404,0.519,5.1,0.263
Benue,Residential,Flat,Solar,B and C,No,No,UPS,4,3,3,6,9.7,0.0,5.0,0,3,Low,7.1639,7.1639,9.241112030642936,4.883559211528279,1.22,1.194,0.437,1.617,0.503
Kaduna,Residential,Flat,NEPA/PHCN,B and C,Yes,No,Generator,3,3,6,13,2.4,0.0,5.1,2,1,Low,10.8,10.8,3.1780538303479458,4.797442073635214,1.6,1.2,0.773,0.267,1.999
Kaduna,Residential,Duplex,Both,B and C,No,No,Generator,5,3,11,17,12.6,0.0,9.2,0,0,Moderate,7.4827,7.4827,10.45530155697943,5.139321635057579,1.03,0.534,0.417,0.9,0.408
Oyo,Commercial,Warehouse,NEPA/PHCN,B and D,Prepaid,Yes,UPS,5,7,11,7,17.8,0.7,2.9,3,1,High,9.5368,9.5368,9.37007543009734,3.044522437723423,0.61,0.53,0.504,0.989,0.171
Anambra,Commercial,Shop,Both,B and C,No,No,Generator,6,1,10,11,14.1,0.0,7.6,2,0,High,9.0903,9.0903,8.157657015196472,5.251749730731702,0.88,0.826,0.527,1.282,0.372
Kwara,Commercial,Bungalow,Both,B and D,No,No,Generator,7,2,9,19,9.5,0.0,4.4,2,0,Very high,8.2142,8.2142,6.634633357861686,6.421622267806518,0.92,0.747,0.553,0.864,0.676
Enugu,Residential,Office,Both,B and D,Yes,Yes,Generator,7,5,8,0,2.4,0.7,3.2,2,1,Moderate,9.4759,9.4759,5.365976015021851,5.8027224225111045,0.83,0.729,0.638,0.185,2.418
Delta,Residential,Bungalow,Generator,B and B,Prepaid,No,Solar,2,7,12,7,15.4,0.0,6.0,1,1,High,7.923,7.923,7.918992488165245,3.784189633918261,1.89,0.417,0.5,0.811,0.246
Delta,Industrial,Office,NEPA/PHCN,B and A,No,No,Generator,3,2,6,15,6.2,0.0,4.0,1,2,Very high,9.9057,9.9057,6.78332520060396,7.257143740869896,2.42,1.238,0.594,0.775,1.171
Kaduna,Commercial,Shop,NEPA/PHCN,B and E,Yes,Yes,Generator,6,1,6,19,5.3,0.9,6.4,4,0,High,7.6601,7.6601,9.254902563232154,5.12455904041457,0.85,1.094,0.453,0.757,0.967
Oyo,Agricultural,Bungalow,NEPA/PHCN,B and B,Yes,Yes,Generator,6,5,7,29,10.0,6.9,8.1,1,0,Low,10.3352,10.3352,8.883501584323207,4.876722876509988,0.81,0.861,0.538,0.833,0.488
Niger,Residential,Flat,NEPA/PHCN,B and A,Yes,No,UPS,7,4,8,5,14.1,0.0,5.4,0,3,Moderate,9.5964,9.5964,6.980075940561763,3.6189933266497696,0.52,0.8,0.579,1.175,0.257
Rivers,Commercial,Flat,Both,B and C,Yes,Yes,Generator,1,6,9,13,15.5,2.0,6.7,1,2,Moderate,8.7459,8.7459,8.953898535260459,3.7999735016195233,3.8,0.583,0.494,1.033,0.245
Kano,Residential,Duplex,Solar,B and B,No,Yes,Generator,1,5,6,21,6.1,2.3,3.5,0,0,Low,9.1304,9.1304,6.2285110035911835,3.190476350346503,3.19,0.83,0.594,0.555,0.523
Kano,Commercial,Flat,Generator,B and B,No,Yes,Generator,6,6,10,22,6.3,1.0,4.5,1,3,Very high,9.8897,9.8897,9.572967566074247,5.5479080878770946,0.92,0.618,0.508,0.394,0.881
Kaduna,Government,Warehouse,NEPA/PHCN,B and B,No,No,Solar,2,4,10,19,7.0,0.0,5.5,0,2,Moderate,9.5101,9.5101,8.69851424787661,3.6584202466292277,1.83,0.679,0.522,0.5,0.523
Sokoto,Government,Factory,NEPA/PHCN,B and D,No,Yes,Generator,5,4,6,14,8.8,5.3,7.8,2,2,Moderate,9.0517,9.0517,9.043340831280013,3.7977338590260183,0.76,0.905,0.5,0.88,0.432
Rivers,Agricultural,Duplex,Solar,B and D,Yes,No,Generator,11,3,6,7,12.1,0.0,7.7,0,2,Very high,10.5592,10.5592,9.338029733117072,7.630121398211302,0.69,1.173,0.531,1.344,0.631
Benue,Residential,Office,NEPA/PHCN,B and A,No,No,Solar,1,5,9,21,10.3,0.0,2.2,0,2,Moderate,10.4667,10.4667,6.584791392385716,5.410305868496084,5.41,0.748,0.614,0.736,0.525
Benue,Commercial,Duplex,NEPA/PHCN,B and C,No,No,Generator,3,1,7,31,4.9,0.0,7.6,1,0,Low,8.2766,8.2766,9.563669725663818,3.044522437723423,1.01,1.035,0.464,0.612,0.621
Kaduna,Commercial,Office,Generator,B and A,Yes,No,Generator,2,5,7,0,7.3,0.0,5.1,1,1,Moderate,7.8861,7.8861,9.382779928915687,5.049214776063731,2.52,0.657,0.457,0.608,0.692
Kano,Commercial,Bungalow,NEPA/PHCN,B and C,Yes,No,UPS,3,7,6,14,16.4,0.0,3.3,3,1,High,8.7805,8.7805,8.641532465671846,4.684905154006945,1.56,0.675,0.504,1.262,0.286
Sokoto,Residential,Office,Both,B and B,Yes,Yes,Generator,2,3,8,18,7.7,1.0,3.2,1,0,High,9.6585,9.6585,4.941642422609304,6.9680033593274935,3.48,0.878,0.662,0.7,0.905
Rivers,Government,Factory,Generator,B and B,Yes,Yes,No Backup,5,4,11,11,10.2,1.8,5.6,1,1,Very high,10.4803,10.4803,8.043663352393944,6.091536100832197,1.22,0.699,0.566,0.68,0.597
Sokoto,Government,Flat,NEPA/PHCN,B and D,Yes,No,UPS,6,5,9,6,10.5,0.0,4.0,0,0,Moderate,9.6176,9.6176,9.973060255888088,3.254242968705492,0.54,0.687,0.491,0.75,0.31
Anambra,Residential,Flat,Generator,B and D,Yes,Yes,Generator,4,4,10,12,6.2,1.1,5.6,2,2,Very high,10.3481,10.3481,8.580167990577626,6.515453157400254,1.63,0.739,0.547,0.443,1.051
Oyo,Residential,Factory,Generator,B and C,Yes,Yes,Generator,4,3,10,16,12.9,2.6,2.2,1,1,Low,9.8957,9.8957,6.45833828334479,5.1647859739235145,1.29,0.761,0.605,0.992,0.4
Niger,Residential,Shop,NEPA/PHCN,B and B,No,Yes,Generator,3,5,11,12,11.1,1.1,9.0,1,1,Moderate,9.4462,9.4462,10.105815964136418,3.044522437723423,1.01,0.59,0.483,0.694,0.274
Delta,Commercial,Office,NEPA/PHCN,B and C,Yes,No,Generator,5,2,10,16,8.6,0.0,4.9,4,1,Very high,10.4516,10.4516,9.375770061099919,3.044522437723423,0.61,0.871,0.527,0.717,0.354
Kwara,Residential,Warehouse,NEPA/PHCN,B and C,Yes,No,Solar,2,3,16,5,18.8,0.0,6.5,2,0,Very high,10.4088,10.4088,8.678631537293768,5.6832395734248715,2.84,0.548,0.545,0.989,0.302
Abuja,Government,Shop,Solar,B and C,No,No,Generator,4,1,6,21,14.7,0.0,7.0,0,0,Moderate,8.599,8.599,8.759197750371365,6.249202743186691,1.56,1.228,0.495,2.1,0.425
Bauchi,Commercial,Shop,Both,B and A,No,No,Generator,2,5,9,6,11.9,0.0,4.0,0,0,Moderate,10.2576,10.2576,9.920639611353694,3.929862923556477,1.96,0.733,0.508,0.85,0.33
Bauchi,Commercial,Shop,Both,B and D,Yes,Yes,Solar,4,5,10,0,16.5,7.9,6.4,1,1,High,9.6369,9.6369,8.661985936317778,5.44673737166631,1.36,0.642,0.527,1.1,0.33
